address,label,type,region,notes
$2E:8000,Oracle_HUD_Update,func,menu,
$2E:805D,Oracle_HUD_Update_healthUpdated,func,menu,
$2E:807B,Oracle_HUD_Update_ignore_health,func,menu,
$2E:807C,Oracle_HUD_Update_after_ignore_entry,func,menu,
$2E:8098,Oracle_HUD_Update_normal_magic_meter,func,menu,
$2E:8135,Oracle_HUD_Update_not_bombs,func,menu,
$2E:8168,Oracle_HUD_Update_not_arrows,func,menu,
$2E:817C,Oracle_HUD_Update_no_keys,func,menu,
$2E:8193,Oracle_HUD_Update_dont_blank_key_icon,func,menu,
$2E:821D,Oracle_HUD_UpdateItemBox,func,menu,
$2E:8233,Oracle_HUD_UpdateItemBox_no_silver_arrows,func,menu,
$2E:823F,Oracle_HUD_UpdateItemBox_silver_with_arrows,func,menu,
$2E:8241,Oracle_HUD_UpdateItemBox_draw_bow_item_icon,func,menu,
$2E:8246,Oracle_HUD_UpdateItemBox_no_bow,func,menu,
$2E:8266,Oracle_HUD_UpdateItemBox_bombs_not_equipped,func,menu,
$2E:8271,Oracle_HUD_UpdateItemBox_bottle1_not_equipped,func,menu,
$2E:827C,Oracle_HUD_UpdateItemBox_bottle2_not_equipped,func,menu,
$2E:8287,Oracle_HUD_UpdateItemBox_bottle3_not_equipped,func,menu,
$2E:828F,Oracle_HUD_UpdateItemBox_load_bottle_content,func,menu,
$2E:8299,Oracle_HUD_UpdateItemBox_bottle_not_equipped,func,menu,
$2E:82A1,Oracle_HUD_UpdateItemBox_flute_not_equipped,func,menu,
$2E:82AF,Oracle_HUD_UpdateItemBox_hookshot_not_equipped,func,menu,
$2E:82B7,Oracle_HUD_UpdateItemBox_custom_rod_not_equipped,func,menu,
$2E:82BA,Oracle_HUD_UpdateItemBox_no_equipped_item,func,menu,
$2E:82BB,Oracle_HUD_DrawItem,func,menu,
$2E:82ED,Oracle_HUD_UpdateHearts,func,menu,
$2E:82F0,Oracle_HUD_UpdateHearts_next_heart,func,menu,
$2E:8306,Oracle_HUD_UpdateHearts_less_than_one_heart,func,menu,
$2E:8310,Oracle_HUD_UpdateHearts_half_heart_or_less,func,menu,
$2E:831A,Oracle_HUD_UpdateHearts_empty_heart,func,menu,
$2E:831B,Oracle_HUD_UpdateHearts_draw_heart,func,menu,
$2E:832B,Oracle_HUD_UpdateHearts_no_line_change,func,menu,
$2E:8331,Oracle_HUD_UpdateHearts_long,func,menu,
$2E:9C9F,Oracle_Menu_DrawJournal,func,menu,
$2E:9CB2,Oracle_Menu_DrawJournal_not_first,func,menu,
$2E:9CC3,Oracle_Menu_DrawJournal_middle,func,menu,
$2E:9CC6,Oracle_Menu_DrawJournal_draw_entry,func,menu,
$2F:8000,Oracle_MessageExpand,msg,dialog,
$2F:8026,Oracle_MessageExpandedData,msg,dialog,
$2F:8026,Oracle_Message_18D,msg,dialog,
$2F:80CC,Oracle_Message_18E,msg,dialog,
$2F:8126,Oracle_Message_18F,msg,dialog,
$2F:8191,Oracle_Message_190,msg,dialog,
$2F:81E9,Oracle_Message_191,msg,dialog,
$2F:82D0,Oracle_Message_192,msg,dialog,
$2F:8377,Oracle_Message_193,msg,dialog,
$2F:841C,Oracle_Message_194,msg,dialog,
$2F:84DD,Oracle_Message_195,msg,dialog,
$2F:85C2,Oracle_Message_196,msg,dialog,
$2F:868A,Oracle_Message_197,msg,dialog,
$2F:8723,Oracle_Message_198,msg,dialog,
$2F:87A7,Oracle_Message_199,msg,dialog,
$2F:8832,Oracle_Message_19A,msg,dialog,
$2F:88DE,Oracle_Message_19B,msg,dialog,
$2F:8977,Oracle_Message_19C,msg,dialog,
$2F:8A14,Oracle_Message_19D,msg,dialog,
$2F:8ACB,Oracle_Message_19E,msg,dialog,
$2F:8B72,Oracle_Message_19F,msg,dialog,
$2F:8C2E,Oracle_Message_1A0,msg,dialog,
$2F:8CCA,Oracle_Message_1A1,msg,dialog,
$2F:8D27,Oracle_Message_1A2,msg,dialog,
$2F:8D83,Oracle_Message_1A3,msg,dialog,
$2F:8DC3,Oracle_Message_1A4,msg,dialog,
$2F:8E4B,Oracle_Message_1A5,msg,dialog,
$2F:8F07,Oracle_Message_1A6,msg,dialog,
$2F:8F9B,Oracle_Message_1A7,msg,dialog,
$2F:9045,Oracle_Message_1A8,msg,dialog,
$2F:90BA,Oracle_Message_1A9,msg,dialog,
$2F:9160,Oracle_Message_1AA,msg,dialog,
$2F:924B,Oracle_Message_1AB,msg,dialog,
$2F:9328,Oracle_Message_1AC,msg,dialog,
$2F:93FD,Oracle_Message_1AD,msg,dialog,
$2F:94FD,Oracle_Message_1AE,msg,dialog,
$2F:95C4,Oracle_Message_1AF,msg,dialog,
$2F:9714,Oracle_Message_1B0,msg,dialog,
$2F:97C9,Oracle_Message_1B1,msg,dialog,
$2F:988E,Oracle_Message_1B2,msg,dialog,
$2F:9931,Oracle_Message_1B3,msg,dialog,
$2F:9A3A,Oracle_Message_1B4,msg,dialog,
$2F:9B18,Oracle_Message_1B5,msg,dialog,
$2F:9BE6,Oracle_Message_1B6,msg,dialog,
$2F:9C5D,Oracle_Message_1B7,msg,dialog,
$2F:9CEA,Oracle_Message_1B8,msg,dialog,
$2F:9E91,Oracle_Message_1B9,msg,dialog,
$2F:9F4F,Oracle_Message_1BA,msg,dialog,
$2F:A007,Oracle_Message_1BB,msg,dialog,
$2F:A0B9,Oracle_Message_1BC,msg,dialog,
$2F:A0BD,Oracle_Message_1BD,msg,dialog,
$2F:A0C1,Oracle_Message_1BE,msg,dialog,
$2F:A0C5,Oracle_Message_1BF,msg,dialog,
$2F:A0C9,Oracle_Message_1C0,msg,dialog,
$2F:A0CD,Oracle_Message_1C1,msg,dialog,
$2F:A0D1,Oracle_Message_1C2,msg,dialog,
$2F:A0D5,Oracle_Message_1C3,msg,dialog,
$2F:A0D9,Oracle_Message_1C4,msg,dialog,
$2F:A0DD,Oracle_Message_1C5,msg,dialog,
$2F:A15D,Oracle_Message_1C6,msg,dialog,
$2F:A205,Oracle_Message_1C7,msg,dialog,
$2F:A2C3,Oracle_Message_1C8,msg,dialog,
$2F:A2C7,Oracle_Message_1C9,msg,dialog,
$2F:A2CB,Oracle_Message_1CA,msg,dialog,
$2F:A3AD,Oracle_Message_1CB,msg,dialog,
$2F:A3B1,Oracle_Message_1CC,msg,dialog,
$2F:A3B5,Oracle_Message_1CD,msg,dialog,
$2F:A3B9,Oracle_Message_1CE,msg,dialog,
$2F:A3BD,Oracle_Message_1CF,msg,dialog,
$2F:A3C1,Oracle_Message_1D0,msg,dialog,
$2F:A3C5,Oracle_Message_1D1,msg,dialog,
$30:A4BB,Oracle_MapleHandler,func,map,
$30:A4F2,Oracle_Maple_Idle,func,map,
$30:A511,Oracle_Maple_HandleFirstResponse,func,map,
$30:A526,Oracle_Maple_HandleFirstResponse_next_response,func,map,
$30:A52A,Oracle_Maple_DreamOrExplain,func,map,
$30:A541,Oracle_Maple_DreamOrExplain_check_for_pendant,func,map,
$30:A547,Oracle_Maple_DreamOrExplain_another_time,func,map,
$30:A54B,Oracle_Maple_ExplainHut,func,map,
$30:A557,Oracle_Maple_ExplainPendants,func,map,
$30:A563,Oracle_Maple_CheckForPendant,func,map,
$30:A57E,Oracle_Maple_CheckForPendant_courage,func,map,
$30:A58D,Oracle_Maple_CheckForPendant_power,func,map,
$30:A59C,Oracle_Maple_CheckForPendant_wisdom,func,map,
$30:A5BA,Oracle_Maple_CheckForPendant_none,func,map,
$30:A5BE,Oracle_Maple_NoNewPendant,func,map,
$30:A5CA,Oracle_Maple_PutLinkToSleep,func,map,
$30:A5D1,Oracle_Maple_HandleDreams,func,map,
$31:B69F,Oracle_RoomTag_ShutterDoorRequiresCart,func,dungeon,
$31:B6C2,Oracle_RoomTag_ShutterDoorRequiresCart_exit,func,dungeon,
$31:B6C4,Oracle_RoomTag_ShutterDoorRequiresCart_no_cart,func,dungeon,
$34:8000,Oracle_HUD_ClockDisplay,func,menu,
$34:913F,Oracle_Overworld_UseEntranceEntry,func,overworld,
$34:9148,Oracle_Overworld_UseEntrance,func,overworld,
$34:91B7,Oracle_Overworld_UseEntrance_open_door,func,overworld,
$34:91D9,Oracle_Overworld_UseEntrance_not_facing_up,func,overworld,
$34:91DB,Oracle_Overworld_UseEntrance_right_side_castle_door,func,overworld,
$34:91DD,Oracle_Overworld_UseEntrance_left_side_castle_door,func,overworld,
$34:91FA,Oracle_Overworld_UseEntrance_open_this_castle_door,func,overworld,
$34:9215,Oracle_Overworld_UseEntrance_check_door_type,func,overworld,
$34:922A,Oracle_Overworld_UseEntrance_check_next,func,overworld,
$34:923A,Oracle_Overworld_UseEntrance_low_byte_fail,func,overworld,
$34:9241,Oracle_Overworld_UseEntrance_message_received,msg,overworld,
$34:9244,Oracle_Overworld_ForbidEntry,func,overworld,
$34:F5DE,Oracle_LoadOverworldPitAreas,func,overworld,
$34:F5F2,Oracle_LoadOverworldPitAreas_allow_transition,func,overworld,
$3A:81E2,Oracle_LinkItem_CheckForSwordSwing_Masks,func,item,
$3A:81F2,Oracle_LinkItem_CheckForSwordSwing_Masks_return,func,item,
$3A:8425,Oracle_Ancilla_SFX3_Near,func,item,
$3A:842C,Oracle_Ancilla_SFX_Near,func,item,
$3A:8437,Oracle_Ancilla_SFX2_Pan,func,item,
$3A:843E,Oracle_Ancilla_SFX3_Pan,func,item,
$3A:8445,Oracle_Ancilla_SFX_SetPan,func,item,
$3A:8450,Oracle_Ancilla_CheckBasicSpriteCollision,func,item,
$3A:8452,Oracle_Ancilla_CheckBasicSpriteCollision_next_sprite,func,item,
$3A:8472,Oracle_Ancilla_CheckBasicSpriteCollision_sprite_ignores_priority,func,item,
$3A:848C,Oracle_Ancilla_CheckBasicSpriteCollision_not_somaria_block,func,item,
$3A:848F,Oracle_Ancilla_CheckBasicSpriteCollision_skip,func,item,
$3A:8494,Oracle_Ancilla_CheckBasicSpriteCollision_Single,func,item,
$3A:84B4,Oracle_Ancilla_CheckBasicSpriteCollision_Single_not_king_helma,func,item,
$3A:84CD,Oracle_Ancilla_CheckBasicSpriteCollision_Single_dont_reverse_fire_snake,func,item,
$3A:851B,Oracle_Ancilla_CheckBasicSpriteCollision_Single_success,func,item,
$3A:851F,Oracle_Ancilla_CheckBasicSpriteCollision_Single_fail,func,item,
$3A:8521,Oracle_Ancilla_SetupBasicHitBox,func,item,
$3A:8550,Oracle_Ancilla_Move_X,func,item,
$3A:855B,Oracle_Ancilla_Move_Y,func,item,
$3A:8579,Oracle_Ancilla_Move_Y_other_way,func,item,
$3A:8587,Oracle_Ancilla_Move_Z,func,item,
$3A:85A5,Oracle_Ancilla_Move_Z_other_way,func,item,
$3A:85AC,Oracle_Ancilla_Killa,func,item,
$3A:85B2,Oracle_Ancilla_BoundsCheck,func,item,
$3A:85D6,Oracle_Ancilla_BoundsCheck_data,func,item,
$3A:86E8,Oracle_Ancilla_MagicBubbleShot,func,item,
$3A:8733,Oracle_Ancilla_MagicBubbleShot_collision,func,item,
$3A:8745,Oracle_Ancilla_MagicBubbleShot_no_collision,func,item,
$3A:8768,Oracle_Ancilla_MagicBubbleShot_draw,func,item,
$3A:8768,Oracle_Ancilla_MagicBubbleShot_torch,func,item,
$3A:8811,Oracle_Ancilla_RestoreIndex,func,item,
$3B:F0D1,Oracle_LoadOverworld_CheckForGbcLink,func,overworld,
$3B:F0ED,Oracle_LoadOverworld_CheckForGbcLink_return_lw,func,overworld,
$3B:F0F0,Oracle_LoadOverworld_CheckForGbcLink_return,func,overworld,
$3B:F0F9,Oracle_OverworldTransition_CheckForGbcLink,func,overworld,
$3B:F112,Oracle_OverworldTransition_CheckForGbcLink_return,func,overworld,
$3D:8000,Oracle_Map16Definitions,func,map,
$7E:F368,Oracle_DungeonMapSet1,data,dungeon,
$7E:F369,Oracle_DungeonMapSet2,data,dungeon,
$7E:F398,Oracle_DungeonScrolls,data,dungeon,
$7E:F3C7,Oracle_MapIcon,data,map,
$7E:F3CA,Oracle_SavedWorld,data,save,
$7E:F3D2,Oracle_SavedFollowerLayer,data,save,
$7E:F3E1,Oracle_SaveChecksumL,data,save,
$7E:F3E2,Oracle_SaveChecksumH,data,save,
$7E:F4FE,Oracle_SaveInverseChecksumL,data,save,
$7E:F4FF,Oracle_SaveInverseChecksumH,data,save,
